ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,SOUS_CATEGORIE_DESC,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,coord_x,coord_y,DEFAUT,Collet,Houppier,Racine,Tronc
region2,2004,2014,2016,25,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915309.754,4225714.894,non,non,non,non,non
region6,2004,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914233.812,4221964.386,oui,non,oui,non,non
region6,2009,2015,2017,5,inconnu,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle tuteur attache ou protection,non,vigoureux,1914077.851,4222128.961,oui,non,non,non,oui
region5,2004,2014,2015,15,indica,passages fréquents et arrêts fréquents,Lagerstroemia,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1914964.736,4222552.767,oui,non,oui,non,oui
region6,2004,2015,2019,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914405.037,4221527.048,oui,oui,oui,non,oui
region5,2004,2014,2014,45,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de bois mort,oui,vigoureux,1915557.24,4224370.858,non,non,non,non,non
region3,2004,2014,2014,95,nigra,passages fréquents et arrêts fréquents,Populus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1912998.698,4222981.673,oui,non,non,non,oui
region1,2004,2014,2016,15,nigra,quelques passages,Populus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille déclaircie,non,vigoureux,1913030.09,4225769.19,non,non,non,non,non
region1,2014,2014,2019,15,sylvestris,passages fréquents ou arrêts,Pinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912104.983,4226381.966,non,non,non,non,non
region6,2004,2014,2014,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913966.692,4221350.432,non,non,non,non,non
region3,2004,2013,2016,55,cordata,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912728.387,4222043.53,non,non,non,non,non
region2,2004,2015,2016,25,campestris,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915130.228,4224645.702,non,non,non,non,non
region5,2004,2015,2016,15,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1915649.096,4224612.339,non,non,non,non,non
region4,2004,2015,2016,15,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1915053.794,4222813.579,non,non,non,non,non
region3,2004,2015,2020,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913127.492,4221421.786,oui,non,non,non,oui
region6,2010,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914218.527,4222204.073,non,non,non,non,non
region3,2004,2014,2014,15,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigueur intermédiaire,1912951.216,4223027.135,non,non,non,non,non
region6,2004,2015,2017,25,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1913964.361,4221693.312,oui,non,oui,non,non
region2,2005,2015,2020,25,americana,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914645.646,4224622.199,non,non,non,non,non
region4,2004,2015,2020,25,australis,passages fréquents et arrêts fréquents,Celtis,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914763.801,4222861.823,non,non,non,non,non
region4,2004,2015,2018,55,bignonoides,passages fréquents et arrêts fréquents,Catalpa,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1915395.852,4223049.233,oui,non,oui,non,oui
region6,2004,2013,2016,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915131.824,4221062.064,non,non,non,non,non
region3,2004,2013,2016,35,excelsior,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1913012.413,4222724.53,non,non,non,non,non
region2,2015,2015,2020,15,domestica,passages fréquents ou arrêts,Malus,Arbre davenir normal, 20-50,Arbre despaces ouverts,inconnu,Arbre jeune,Controle,non,vigoureux,1913782.77,4223924.116,non,non,non,non,non
region2,2004,2013,2014,45,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de bois mort,oui,vigueur intermédiaire,1915007.634,4224794.452,oui,non,oui,non,non
region6,2004,2014,2016,35,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914266.517,4221573.973,non,non,non,non,non
region5,2004,2014,2014,45,americana,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915655.664,4222755.722,oui,non,non,non,oui
region5,2004,2013,2014,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915166.486,4224522.609,non,non,non,non,non
region3,2004,2015,2017,25,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre à abattre dans les 10 ans, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1912524.985,4222562.676,oui,oui,non,oui,oui
region6,2004,2015,2020,15,betulus,passages fréquents et arrêts fréquents,Carpinus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915336.123,4221910.528,non,non,non,non,non
region6,2004,2014,2015,25,inconnu,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1915167.788,4221500.345,non,non,non,non,non
region5,2004,2015,2016,35,inconnu,passages fréquents ou arrêts,Pinus,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1915409.335,4224597.559,oui,non,oui,non,non
region3,2004,2013,2015,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912919.967,4222263.262,non,non,non,non,non
region5,2004,2015,2016,45,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915317.178,4222671.366,non,non,non,non,non
region1,2004,2014,2016,75,atlantica,passages fréquents et arrêts fréquents,Cedrus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1912015.462,4226309.351,non,non,non,non,non
region3,2004,2014,2014,25,glutinosa,passages fréquents et arrêts fréquents,Alnus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1912598.359,4223211.405,oui,non,oui,non,non
region2,2004,2013,2016,15,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914881.629,4224723.625,non,non,non,non,non
region3,2009,2015,2016,15,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1912564.157,4222562.755,non,non,non,non,non
region6,2004,2013,2017,15,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1914840.799,4222185.2,non,non,non,non,non
region1,2004,2014,2014,25,nigra,passages fréquents et arrêts fréquents,Populus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille déclaircie,oui,vigoureux,1912966.878,4225687.979,non,non,non,non,non
region6,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914554.896,4221888.702,oui,non,non,non,oui
region3,2004,2014,2016,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912905.655,4221246.804,non,non,non,non,non
region1,2005,2014,2016,15,grandiflora,passages fréquents et arrêts fréquents,Magnolia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912913.034,4224775.663,non,non,non,non,non
region1,2004,2014,2019,45,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1913014.471,4224794.908,oui,non,non,oui,non
region5,2004,2015,2016,45,inconnu,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 11-20,Arbre denceintes fermées,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915474.588,4222635.827,oui,non,non,non,oui
region1,2004,2013,2016,45,australis,passages fréquents et arrêts fréquents,Celtis,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Aménagement pieds darbres,non,vigoureux,1912937.126,4225818.994,non,non,non,non,non
region4,2004,2015,2017,75,inconnu,passages fréquents ou arrêts,Acer,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille mise en sécurité,non,vigueur intermédiaire,1913764.122,4223598.551,oui,non,oui,oui,non
region3,2004,2013,2017,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille cohabitation,oui,vigoureux,1913162.129,4222854.193,non,non,non,non,non
region2,2004,2015,2018,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille cohabitation,oui,vigoureux,1913447.037,4225652.855,oui,non,oui,non,oui
region4,2004,2013,2016,25,cordata,passages fréquents et arrêts fréquents,Alnus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915278.963,4223209.691,non,non,non,non,non
region3,2004,2013,2016,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913267.125,4222647.956,non,non,non,non,non
region6,2004,2015,2017,5,calleryana,passages fréquents et arrêts fréquents,Pyrus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914272.986,4221993.946,oui,non,non,non,oui
region4,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914578.418,4222464.181,non,non,non,non,non
region4,2004,2014,2016,25,grandiflora,passages fréquents et arrêts fréquents,Magnolia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913717.218,4221557.039,non,non,non,non,non
region5,2004,2013,2015,25,oxyacantha,quelques passages,Crataegus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille déclaircie,non,vigoureux,1914840.175,4222527.937,non,non,non,non,non
region2,2009,2014,2014,15,minor,passages fréquents et arrêts fréquents,Ulmus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1914351.81,4224007.851,oui,non,oui,non,non
region2,2004,2014,2016,15,inconnu,passages fréquents ou arrêts,Araucaria,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,inconnu,non,vigueur intermédiaire,1914936.337,4224412.992,non,non,non,non,non
region1,2014,2014,2019,15,cerris,passages fréquents ou arrêts,Quercus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912550.469,4225904.196,non,non,non,non,non
region6,2004,2015,2016,15,triacanthos,passages fréquents et arrêts fréquents,Gleditsia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,inconnu,non,vigoureux,1914397.305,4221810.7,non,non,non,non,non
region1,2004,2013,2016,35,cordata,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912595.878,4223786.246,oui,non,non,oui,oui
region3,2004,2013,2016,15,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,inconnu,non,vigoureux,1912710.321,4221973.344,non,non,non,non,non
region1,2004,2013,2018,25,negundo,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1912479.469,4223733.593,non,non,non,non,non
region5,2004,2015,2016,5,excelsior,passages fréquents ou arrêts,Fraxinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Controle tuteur attache ou protection,non,vigoureux,1915190.381,4224869.445,oui,non,non,non,oui
region2,2004,2014,2016,35,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913673.533,4224123.999,non,non,non,non,non
region5,2004,2015,2016,25,serrulata,passages fréquents et arrêts fréquents,Prunus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1915267.431,4222273.91,non,non,non,non,non
region5,2004,2013,2018,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille déclaircie,non,vigoureux,1915079.568,4222536.82,non,non,non,non,non
region2,2004,2015,2018,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913390.244,4225576.075,oui,non,oui,non,oui
region6,2004,2015,2016,35,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913927.376,4221725.327,non,non,non,non,non
region5,2004,2015,2016,25,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1915416.442,4223190.006,oui,oui,non,non,non
region5,2004,2015,2018,35,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915022.499,4222476.191,non,non,non,non,non
region6,2004,2014,2016,45,nigra,passages fréquents et arrêts fréquents,Juglans,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914311.851,4221563.473,non,non,non,non,non
region2,2004,2014,2016,35,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914538.07,4224417.015,non,non,non,non,non
region2,2004,2014,2014,15,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1914296.555,4224061.088,oui,oui,oui,oui,non
region6,2004,2015,2018,15,cappadocicum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914438.666,4221917.203,oui,non,non,oui,non
region4,2004,2013,2016,25,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914313.795,4223391.215,non,non,non,non,non
region1,2014,2014,2019,15,americana,passages fréquents ou arrêts,Fraxinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1912698.335,4225769.611,non,non,non,non,non
region6,2004,2015,2018,0,negundo,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 0-1,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,oui,vigoureux,1915339.396,4221751.199,oui,non,oui,non,non
region1,2004,2015,2020,35,negundo,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,oui,vigoureux,1913129.297,4224406.778,non,non,non,non,non
